FID,Shape *,id,geometry_t,geometry_c,geometry_1,geometry_n,latitude,longitude,ri_service,timestamp,cce_availa,category,global_id,name,functional,type,ownership,ward_code,source,ward_name,lga_code,lga_name,state_code,state_name,alternate_,contact_ph,contact_na,cce_quanti,cce_lastup,accessibil
446,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4da7,Point,8.045157,9.695928,geometry_type,9.695928,8.045157,Unknown,2018-09-25T14:25:08Z,Unknown,Primary Health Clinic,3c487f44-309f-475d-a6fe-a54102b56006,Mabarak Clinic,Unknown,Primary,Public,KD0806,eHA_Polio,Gidan Tagwai,19008,Kachia,KD,Kaduna, , , , , , 
447,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4da5,Point,7.997741,9.709377,geometry_type,9.709377,7.997741,Unknown,2018-09-25T14:25:04Z,Unknown,Primary Health Clinic,9547c179-7cb0-4224-a91e-7697d96f6ae8,2c Healthcare Center,Unknown,Primary,Public,KD0806,eHA_Polio,Gidan Tagwai,19008,Kachia,KD,Kaduna, , , , , , 
448,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4da4,Point,7.972546,9.847482,geometry_type,9.847482,7.972546,Unknown,2018-09-25T14:25:10Z,Unknown,Primary Health Clinic,821bfa1a-2978-4332-8571-d03b4148ab18,Nakowa Hospital And Maternity,Unknown,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
449,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4da0,Point,7.964327,9.856986,geometry_type,9.856986,7.964327,Unknown,2018-09-25T14:34:41Z,Unknown,Primary Health Center,40eac04a-7935-43a7-92aa-fcf2bdc4f500,Primary Health Center Awon,Functional,Primary,Others,KD0807,NPHCDA,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
450,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d9e,Point,8.047428,9.877212,geometry_type,9.877212,8.047428,Unknown,2018-09-25T14:25:11Z,Unknown,Health Post,ba2b6d16-e695-415b-92df-c8a66eb30255,Kurmin Mazuga Health Post,Functional,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
451,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d9b,Point,8.038065,9.837125,geometry_type,9.837125,8.038065,Unknown,2018-09-25T14:43:08Z,Unknown,Primary Health Clinic,aaa8bb8f-de21-4d37-87b3-680b664c964e,K Baba Health Clinic,Unknown,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
452,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d97,Point,7.984703,9.764258,geometry_type,9.764258,7.984703,Unknown,2018-09-25T14:25:08Z,Unknown,Health Post,39d47f76-8502-441a-ab2e-3ead1c06b888,Allo Health Post,Functional,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
453,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d93,Point,7.978917,9.850515,geometry_type,9.850515,7.978917,Unknown,2018-09-25T14:25:05Z,Unknown,Primary Health Clinic,381253d7-a202-43b9-b1f0-4f4ac1d6ef02,Kauna K Clinicand Maternity Home,Unknown,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
454,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d90,Point,8.038542,9.838116,geometry_type,9.838116,8.038542,Yes,2018-09-25T14:24:58Z,Unknown,Primary Health Clinic,35f2b853-1ca0-46a0-99b0-d83ab5193182,Kurmin Baba Basic Health Clinic,Functional,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
455,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d8d,Point,7.96533,9.73913,geometry_type,9.73913,7.96533,Unknown,2018-09-25T14:24:55Z,Unknown,Primary Health Clinic,8a8cfee3-a50e-4058-b800-1ee37c4b72a7,Agape Clinic And Maternity,Unknown,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
456,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d89,Point,7.962474,9.860143,geometry_type,9.860143,7.962474,Unknown,2018-09-25T14:25:09Z,Unknown,General Hospital,c76505ea-8699-4c22-9e8d-a733d035117d,Kachia General Hospital,Functional,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
457,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d85,Point,7.96634,9.73438,geometry_type,9.73438,7.96634,Unknown,2018-09-25T14:24:55Z,Unknown,Primary Health Clinic,9210b059-1774-4a80-86bb-dab32329c09e,Victory Health Clinic,Unknown,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
458,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d80,Point,7.962288,9.735979,geometry_type,9.735979,7.962288,Unknown,2018-09-25T14:25:01Z,Unknown,Primary Health Clinic,dee0a533-6e4c-438d-9fc1-b1f8b1b286d4,Kurmin Sara Health Clinic,Unknown,Primary,Public,KD0807,eHA_Polio,Gumel,19008,Kachia,KD,Kaduna, , , , , , 
459,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d7c,Point,7.953606,9.86937,geometry_type,9.86937,7.953606,Unknown,2018-09-25T14:34:41Z,Unknown,Primary Health Clinic,7f94afde-cfce-4947-934d-bdf568774349,Gidan Jibir Primary Health Clinic,Functional,Primary,Others,KD0808,NPHCDA,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
460,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d78,Point,7.952698,9.868286,geometry_type,9.868286,7.952698,Unknown,2018-09-25T14:24:58Z,Unknown,Primary Health Clinic,5f411357-d95a-4308-8d58-d016d5b13cc2,Haske Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD0808,eHA_Polio,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
461,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d74,Point,7.954423,9.878908,geometry_type,9.878908,7.954423,Unknown,2018-09-25T14:24:59Z,Unknown,Primary Health Clinic,4fa33470-8d1f-4378-9e3c-eb39595fc637,Salama Maternity Clinic,Unknown,Primary,Public,KD0808,eHA_Polio,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
462,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d70,Point,7.953619,9.871894,geometry_type,9.871894,7.953619,Yes,2018-09-25T14:25:10Z,Unknown,Primary Health Center,fcecf385-a5da-4ec7-9517-0db8d11c0aa8,Kachia Primary Health Center,Functional,Primary,Public,KD0808,eHA_Polio,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
463,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d6d,Point,7.953536,9.86911,geometry_type,9.86911,7.953536,Unknown,2018-09-25T14:34:41Z,Unknown,Primary Health Center,9c54569e-6dea-4ad6-aa14-1e91e0b0a0ab,Asibitin Ankwa Primary Health Center,Functional,Primary,Others,KD0808,NPHCDA,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
464,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d67,Point,7.95209,9.90032,geometry_type,9.90032,7.95209,Unknown,2018-09-25T14:24:56Z,Unknown,Primary Health Clinic,3797af68-c9e3-43ea-bc92-42344d418f41,Unguwan Ate Health Clinic,Unknown,Primary,Public,KD0808,eHA_Polio,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
465,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d63,Point,7.948648,9.894054,geometry_type,9.894054,7.948648,Yes,2018-09-25T14:25:10Z,Unknown,Primary Health Clinic,8907d336-b3ce-4230-842b-a86e5d2bfd80,Ungwar Mission Health Clinic,Functional,Primary,Public,KD0808,eHA_Polio,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
466,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d60,Point,7.954641,9.881888,geometry_type,9.881888,7.954641,Yes,2018-09-25T14:25:13Z,Unknown,Private Clinic,a402f2b1-34c6-4cb4-b53c-8c6a57d7d116,Mc Royal Hospital,Unknown,Primary,Public,KD0808,eHA_Polio,Kachia,19008,Kachia,KD,Kaduna, , , , , , 
467,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d5e,Point,7.4814,9.624354,geometry_type,9.624354,7.4814,Unknown,2018-09-25T14:25:01Z,Unknown,Health Post,e1460c52-eca7-44c5-8096-af293867f136,Asibitin Badoko Health Post,Functional,Primary,Public,KD0809,eHA_Polio,Katari,19008,Kachia,KD,Kaduna, , , , , , 
468,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d5b,Point,7.45153,9.699499,geometry_type,9.699499,7.45153,Yes,2018-09-25T14:25:03Z,Unknown,Health Post,ae55647e-4d2e-410a-a7e6-8eaf2d965f14,Asibitin Gwamnati Na Katari Health Post,Functional,Primary,Public,KD0809,eHA_Polio,Katari,19008,Kachia,KD,Kaduna, , , , , , 
469,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d58,Point,7.45505,9.697811,geometry_type,9.697811,7.45505,Unknown,2018-09-25T14:25:02Z,Unknown,Private Clinic,76717f30-bdbf-48bd-9903-5dccc7bf18a4,Saar Climic Katari,Unknown,Tertiary,Private,KD0809,eHA_Polio,Katari,19008,Kachia,KD,Kaduna, , , , , , 
470,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d57,Point,7.453726,9.699708,geometry_type,9.699708,7.453726,Yes,2018-09-25T14:25:02Z,Unknown,Private Non Profit,8defc469-c2fa-4960-9b6a-dc116fce1f45,Anglican Medical Center,Unknown,Primary,Public,KD0809,eHA_Polio,Katari,19008,Kachia,KD,Kaduna, , , , , , 
471,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d55,Point,8.015265,9.58606,geometry_type,9.58606,8.015265,Unknown,2018-09-25T14:09:33Z,Unknown,Primary Health Clinic,b790c212-fa3f-47b5-a6d6-703ceacf61c1,Kurmin Musa Health Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD0810,eHA_Polio,Kurmin Musa,19008,Kachia,KD,Kaduna, , , , , , 
472,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d4f,Point,8.09492,9.628241,geometry_type,9.628241,8.09492,Yes,2018-09-25T14:25:08Z,Unknown,Primary Health Center,0f548c24-e357-46bf-8f7f-f18a472a9300,Gidan Jibir Primary Health Center,Functional,Primary,Public,KD0810,eHA_Polio,Kurmin Musa,19008,Kachia,KD,Kaduna, , , , , , 
473,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d4b,Point,7.95422,9.646565,geometry_type,9.646565,7.95422,Unknown,2018-09-25T14:24:57Z,Unknown,Health Post,88f45837-2a01-419d-a365-9588704b8528,Gantan Health Post,Unknown,Primary,Public,KD0811,eHA_Polio,Kwaturu,19008,Kachia,KD,Kaduna, , , , , , 
474,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d48,Point,8.015214,9.672799,geometry_type,9.672799,8.015214,Yes,2018-09-25T14:25:00Z,Unknown,Primary Health Center,1c209f22-0c5e-4a01-94eb-4f08f8f0bf90,Tsauni Primary Health Center,Functional,Primary,Public,KD0811,eHA_Polio,Kwaturu,19008,Kachia,KD,Kaduna, , , , , , 
475,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d46,Point,7.956494,9.690499,geometry_type,9.690499,7.956494,Unknown,2018-09-25T14:25:09Z,Unknown,Primary Health Clinic,2b0943a6-bafe-466e-ab0a-cdf9b35c37c7,Ungwan Funtong Health Clinic,Unknown,Primary,Public,KD0811,eHA_Polio,Kwaturu,19008,Kachia,KD,Kaduna, , , , , , 
476,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d43,Point,7.98514,9.632145,geometry_type,9.632145,7.98514,Unknown,2018-09-25T14:25:05Z,Unknown,Private Clinic,56ec3191-d201-44a0-8056-9b276c089f5f,Tumcul Childright Foundation,Unknown,Primary,Public,KD0811,eHA_Polio,Kwaturu,19008,Kachia,KD,Kaduna, , , , , , 
477,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d41,Point,7.975412,9.664409,geometry_type,9.664409,7.975412,Yes,2018-09-25T14:25:11Z,Unknown,Primary Health Clinic,91229d05-1a07-4f5e-9fcb-2fc374ba2b3a,Kwaturu Health Clinic,Functional,Primary,Public,KD0811,eHA_Polio,Kwaturu,19008,Kachia,KD,Kaduna, , , , , , 
478,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d3f,Point,8.084161,9.665624,geometry_type,9.665624,8.084161,Unknown,2018-09-25T14:34:41Z,Unknown,Primary Health Clinic,5e0ccc05-55bc-4a7e-9152-c05c465ac2ae,Salon Sarki Health Clinic,Functional,Primary,Others,KD0812,NPHCDA,Sabon Sarki,19008,Kachia,KD,Kaduna, , , , , , 
479,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d3c,Point,8.088507,9.65474,geometry_type,9.65474,8.088507,Yes,2018-09-25T14:25:10Z,Unknown,Health Post,5f721682-4b5c-4ced-8ffe-2268b263d4e9,Jaba Kogo Health Post,Functional,Primary,Public,KD0812,eHA_Polio,Sabon Sarki,19008,Kachia,KD,Kaduna, , , , , , 
480,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d39,Point,8.08546,9.663924,geometry_type,9.663924,8.08546,Unknown,2018-09-25T14:25:05Z,Unknown,Primary Health Clinic,ebbd6be0-7e38-4ec6-9d2b-15447a85049d,J k Health Clinic,Unknown,Primary,Public,KD0812,eHA_Polio,Sabon Sarki,19008,Kachia,KD,Kaduna, , , , , , 
481,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d34,Point,7.45979,10.55089,geometry_type,10.55089,7.45979,Yes,2018-09-25T14:25:14Z,Unknown,Specialist Hospital,4e0c4545-8370-4ee7-8f51-8439a3c0da03,Al Mansur Specialist Hospital,Unknown,Tertiary,Private,KD0901,eHA_Polio,Badarawa,19009,Kaduna North,KD,Kaduna, , , , , , 
482,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d2e,Point,7.471054,10.561804,geometry_type,10.561804,7.471054,Unknown,2018-09-25T14:34:41Z,Unknown,Health Post,7e884a74-9fea-47be-84bc-67415d0a3c32,Gidan Magina Health Post,Functional,Primary,Others,KD0901,NPHCDA,Badarawa,19009,Kaduna North,KD,Kaduna, , , , , , 
483,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d2a,Point,7.47019,10.56037,geometry_type,10.56037,7.47019,Unknown,2018-09-25T14:25:14Z,Unknown,Private Clinic,f0247847-347b-4016-bc26-f64a411a2df5,Medicity Hospital,Unknown,Tertiary,Private,KD0901,eHA_Polio,Badarawa,19009,Kaduna North,KD,Kaduna, , , , , , 
484,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d26,Point,7.4545,10.55682,geometry_type,10.55682,7.4545,Yes,2018-09-25T14:25:14Z,Unknown,Private Clinic,1077175f-8035-47d1-908a-4b37bb9726fb,Eagle Hospital Malali Gra,Unknown,Tertiary,Private,KD0901,eHA_Polio,Badarawa,19009,Kaduna North,KD,Kaduna, , , , , , 
485,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d22,Point,7.457586,10.559261,geometry_type,10.559261,7.457586,Yes,2018-09-25T14:25:32Z,Unknown,Specialist Hospital,a93c77e3-870f-4b22-90cd-3206fd31ae03,Sickle Cell Patient Health Promotion Center,Functional,Primary,Public,KD0901,eHA_Polio,Badarawa,19009,Kaduna North,KD,Kaduna, , , , , , 
486,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d1b,Point,7.43508,10.50827,geometry_type,10.50827,7.43508,Unknown,2018-09-25T14:25:16Z,Unknown,Private Clinic,d17893f7-599d-4a45-828f-225ef4465b30,Prime Hospital,Unknown,Tertiary,Private,KD0902,eHA_Polio,Dadi Riba,19009,Kaduna North,KD,Kaduna, , , , , , 
487,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d17,Point,7.442523,10.57482,geometry_type,10.57482,7.442523,Unknown,2018-09-25T14:47:05Z,Unknown,Unknown,3c2305f6-daee-40c5-a7de-a82448096eac,Dayo Clinic And Mat,Unknown,Primary,Public,KD0903,eHA_Polio,Hayin Banki,19009,Kaduna North,KD,Kaduna, , , , , , 
488,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d13,Point,7.442555,10.556232,geometry_type,10.556232,7.442555,Unknown,2018-09-25T14:25:34Z,Unknown,Private Clinic,da536c90-7bca-4975-b4ee-a71b041d41b4,Shifa Hospital,Unknown,Primary,Public,KD0903,eHA_Polio,Hayin Banki,19009,Kaduna North,KD,Kaduna, , , , , , 
489,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d0a,Point,7.424147,10.577702,geometry_type,10.577702,7.424147,Unknown,2018-09-25T14:25:25Z,Unknown,Primary Health Clinic,daa597b1-b0d8-48b4-bb63-e55bb4e08f9a,Yalwan Makaranta Health Clinic,Unknown,Primary,Public,KD0903,eHA_Polio,Hayin Banki,19009,Kaduna North,KD,Kaduna, , , , , , 
490,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d06,Point,7.44213,10.57229,geometry_type,10.57229,7.44213,Unknown,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,4c7d5238-7dbf-45ca-b30f-2dcf63d0c195,Ramat Hospital Hayin Banku Kaduna,Unknown,Primary,Public,KD0903,eHA_Polio,Hayin Banki,19009,Kaduna North,KD,Kaduna, , , , , , 
491,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4d02,Point,7.437527,10.58575,geometry_type,10.58575,7.437527,Yes,2018-09-25T14:25:35Z,Unknown,Primary Health Center,be5166fb-b6f6-4998-af3f-5458eb065dbe,Soba Primary Health Center,Unknown,Primary,Public,KD0903,eHA_Polio,Hayin Banki,19009,Kaduna North,KD,Kaduna, , , , , , 
492,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cff,Point,7.42936,10.581538,geometry_type,10.581538,7.42936,Yes,2018-09-25T14:25:31Z,Unknown,Private Clinic,bc5f65b3-3afe-4f5a-8a93-d203249a1782,Murtala Nursing And Convalescent Home Soba,Unknown,Primary,Public,KD0903,eHA_Polio,Hayin Banki,19009,Kaduna North,KD,Kaduna, , , , , , 
493,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cfb,Point,7.445903,10.58428,geometry_type,10.58428,7.445903,Yes,2018-09-25T14:25:16Z,Unknown,Health Post,8091d376-d73e-4a08-8423-00b75c351b11,Lafiya Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD0903,eHA_Polio,Hayin Banki,19009,Kaduna North,KD,Kaduna, , , , , , 
494,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cf7,Point,7.44067,10.50399,geometry_type,10.50399,7.44067,Yes,2018-09-25T14:25:15Z,Unknown,Specialist Hospital,819a2e92-4419-4c9c-86eb-016c90feecaf,Mt Horeb Specialist Hospital,Functional,Tertiary,Private,KD0904,eHA_Polio,Kabala,19009,Kaduna North,KD,Kaduna, , , , , , 
495,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cf0,Point,7.452693,10.58203,geometry_type,10.58203,7.452693,Unknown,2018-09-25T14:25:22Z,Unknown,Specialist Hospital,05e694b7-a108-48d1-8e7d-2a42cfc79607,Victory Specialist Hopital,Unknown,Tertiary,Private,KD0905,eHA_Polio,Kawo,19009,Kaduna North,KD,Kaduna, , , , , , 
496,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4ce9,Point,7.455373,10.600555,geometry_type,10.600555,7.455373,Unknown,2018-09-25T14:25:22Z,Unknown,Primary Health Clinic,e01e52f7-c970-480c-9699-65aad9bcb7bb,Jama'a Nursing And Maternity Home,Unknown,Primary,Public,KD0905,eHA_Polio,Kawo,19009,Kaduna North,KD,Kaduna, , , , , , 
497,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4ce4,Point,7.450985,10.593195,geometry_type,10.593195,7.450985,Unknown,2018-09-25T14:25:36Z,Unknown,Primary Health Center,31b46bb1-1758-4ab6-8e27-2f8ef86c3092,Kawo Primary Health Center,Unknown,Primary,Public,KD0905,eHA_Polio,Kawo,19009,Kaduna North,KD,Kaduna, , , , , , 
498,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4ce0,Point,7.426386,10.514181,geometry_type,10.514181,7.426386,Unknown,2018-09-25T14:34:41Z,Unknown,Primary Health Center,e2ec5798-b7b6-42da-b959-d1e89ddd9643,Primary Health Center Warri Street,Functional,Primary,Others,KD0906,NPHCDA,Maiburiji,19009,Kaduna North,KD,Kaduna, , , , , , 
499,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cdc,Point,7.42404,10.5316,geometry_type,10.5316,7.42404,Yes,2018-09-25T14:25:42Z,Unknown,Primary Health Clinic,4b722cd8-cec7-41f2-b456-25a9c6043b51,Gimo Maternity Buba Sauri Road Romi,Unknown,Primary,Public,KD0906,eHA_Polio,Maiburiji,19009,Kaduna North,KD,Kaduna, , , , , , 
500,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cd8,Point,7.426334,10.503976,geometry_type,10.503976,7.426334,Yes,2018-09-25T14:25:39Z,Unknown,Primary Health Center,2ccbf749-558e-4c18-832c-7e1f6447c5dc,Junction Road Primary Health Center,Functional,Primary,Public,KD0907,eHA_Polio,Sardauna,19009,Kaduna North,KD,Kaduna, , , , , , 
501,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cd5,Point,7.426267,10.506752,geometry_type,10.506752,7.426267,Unknown,2018-09-25T14:25:36Z,Unknown,Private Clinic,a918482d-8d13-4f29-bddc-58426d6d4371,Abi Hospital,Unknown,Primary,Public,KD0907,eHA_Polio,Sardauna,19009,Kaduna North,KD,Kaduna, , , , , , 
502,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cd1,Point,7.4326,10.514286,geometry_type,10.514286,7.4326,Yes,2018-09-25T14:25:39Z,Unknown,Specialist Hospital,44457327-8283-4834-b13e-6f2ca83d167d,Jowako Specialist Hospital,Functional,Tertiary,Private,KD0908,eHA_Polio,Shaba,19009,Kaduna North,KD,Kaduna, , , , , , 
503,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cce,Point,7.434231,10.514592,geometry_type,10.514592,7.434231,Unknown,2018-09-25T14:25:22Z,Unknown,Primary Health Clinic,d8ed1912-3965-4749-869b-22a69c54d58a,Alhaji Muazu Clinic,Functional,Primary,Public,KD0908,eHA_Polio,Shaba,19009,Kaduna North,KD,Kaduna, , , , , , 
504,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4ccb,Point,7.460194,10.570212,geometry_type,10.570212,7.460194,Yes,2018-09-25T14:25:18Z,Unknown,Primary Health Center,d3848bb7-6f17-4afd-801f-00ca9a4d850b,Unguwar Dosa Primary Health Center,Functional,Primary,Public,KD0909,eHA_Polio,Unguwan Dosa,19009,Kaduna North,KD,Kaduna, , , , , , 
505,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cc7,Point,7.452177,10.56812,geometry_type,10.56812,7.452177,Unknown,2018-09-25T14:25:32Z,Unknown,Private Clinic,9e808ead-a754-4b02-8c43-e877268e9f59,Iman Hospital,Unknown,Tertiary,Private,KD0909,eHA_Polio,Unguwan Dosa,19009,Kaduna North,KD,Kaduna, , , , , , 
506,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cbe,Point,7.47021,10.53515,geometry_type,10.53515,7.47021,Yes,2018-09-25T14:25:15Z,Unknown,Private Clinic,10e567c2-79f3-4e56-a328-47b2a70a2b98,Mend Speacialist Hospital,Functional,Tertiary,Private,KD0910,eHA_Polio,Unguwar Rimi,19009,Kaduna North,KD,Kaduna, , , , , , 
507,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cba,Point,7.460595,10.527328,geometry_type,10.527328,7.460595,Unknown,2018-09-25T14:34:40Z,Unknown,Primary Health Center,ee301cab-4899-440a-9d6d-f8b65ce68af5,Family Care Health Center,Functional,Primary,Others,KD0910,NPHCDA,Unguwar Rimi,19009,Kaduna North,KD,Kaduna, , , , , , 
508,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4caf,Point,7.452732,10.52884,geometry_type,10.52884,7.452732,Yes,2018-09-25T14:25:21Z,Unknown,Specialist Hospital,0dce0272-de56-4899-846d-b519620796db,Nigerian Institute For Trypanosomiasis Research,Functional,Primary,Public,KD0910,eHA_Polio,Unguwar Rimi,19009,Kaduna North,KD,Kaduna, , , , , , 
509,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4cac,Point,7.46066,10.53965,geometry_type,10.53965,7.46066,Unknown,2018-09-25T14:25:42Z,Unknown,Primary Health Clinic,ff42cdd2-ea1e-4cde-a216-bf341b15cda7,Multi Clinic,Unknown,Primary,Public,KD0910,eHA_Polio,Unguwar Rimi,19009,Kaduna North,KD,Kaduna, , , , , , 
510,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4ca7,Point,7.461584,10.528464,geometry_type,10.528464,7.461584,Unknown,2018-09-25T14:25:39Z,Unknown,Private Clinic,ca033ad6-5b94-47e2-8dad-5e1e4f40fbd5,Salem Hospital,Unknown,Tertiary,Private,KD0910,eHA_Polio,Unguwar Rimi,19009,Kaduna North,KD,Kaduna, , , , , , 
511,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4ca3,Point,7.456654,10.521904,geometry_type,10.521904,7.456654,Unknown,2018-09-25T14:25:36Z,Unknown,Private Clinic,5dfa5466-7958-4569-8463-543a12b0b3d9,Iyali Hospital,Unknown,Tertiary,Private,KD0910,eHA_Polio,Unguwar Rimi,19009,Kaduna North,KD,Kaduna, , , , , , 
512,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4c9f,Point,7.4705,10.54799,geometry_type,10.54799,7.4705,Unknown,2018-09-25T14:25:42Z,Unknown,Specialist Hospital,59952947-ae06-44bc-b68c-a092c7bf21cf,Belmont Specialist Hospital,Unknown,Tertiary,Private,KD0911,eHA_Polio,Unguwar Sarki,19009,Kaduna North,KD,Kaduna, , , , , , 
513,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-4c9b,Point,7.445769,10.545266,geometry_type,10.545266,7.445769,Yes,2018-09-25T14:25:28Z,Unknown,Private Clinic,6ff58b9f-49e2-4f85-ae8b-8fd0b3af69f5,Chasel Hospital,Functional,Tertiary,Private,KD0911,eHA_Polio,Unguwar Sarki,19009,Kaduna North,KD,Kaduna, , , , , , 
